Asset #,Serial Number,Vendor,Desktop Model,Location,Details,IP Address,Operating System,Configuration ID,Invoice Date,Warranty Expiry Date,Warranty Expired,PO #,Invoice #,Cost Centre,Purchase Price,Purchasing Approved,Status
US30861,2G5J082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.148.192.231,Microsoft Windows 7 Professional x64,AEL,,2019-01-07 23:59:59,Active,,,,,,
US30859,B4FG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.148.192.254,Microsoft Windows 7 Professional x64,AEL,,2019-01-07 23:59:59,Active,,,,,,
US14545,3X0M8C2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040 BTX SFF,10.148.44.191,Microsoft Windows 7 Professional x64,AEL,,2019-06-10 23:59:59,Active,,,,,,
US07580,BMPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.100,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
ETX21870,22WCCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.101,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US30468,7HHGN52,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.102,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US30743,B8RK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.103,Microsoft Windows 7 Professional x64,AEL,,2018-12-28 23:59:59,Active,,,,,,
US06013,1XVGCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.104,Microsoft Windows 7 Professional x64,AEL,,2017-02-18 23:59:59,Expired,,,,,,
US30318,B7MD082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.105,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US30154,B4TL082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.106,Microsoft Windows 7 Professional x64,AEL,,2018-12-30 23:59:59,Active,,,,,,
ETX21850,1XWGCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.107,Microsoft Windows 7 Professional x64,AEL,,2017-01-17 23:59:59,Expired,,,,,,
US30108,B71L082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.108,Microsoft Windows 7 Professional x64,AEL,,2018-12-30 23:59:59,Active,,,,,,
ETX21852,1Y8DCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.109,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US30275,B7GG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.110,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
ETX17994,2UA3242L74,Hewlett-Packard,HP Compaq Pro 6300 SFF,Unassigned,HP Compaq Pro 6300 SFF,10.3.7.111,Microsoft Windows 7 Professional x64,AEL,,,No Warranty,,,,,,
US07582,HHPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.112,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
ETX21841,C4H3CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.113,Microsoft Windows 7 Professional x64,AEL,,2017-02-18 23:59:59,Expired,,,,,,
US30302,B7DG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.114,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US30295,2FMK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.115,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US01668,3ZLDL02,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.116,Microsoft Windows 7 Professional x64,AEL,,2017-08-09 23:59:59,Expired,,,,,,
US07565,5JPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.117,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
ETX17998,9M3R9Z1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.118,Microsoft Windows 7 Professional x64,AEL,,2016-11-12 23:59:59,Expired,,,,,,
US07574,9QGMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.119,Microsoft Windows 7 Professional x64,AEL,,2018-06-19 23:59:59,Active,,,,,,
US30739,B8WG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.120,Microsoft Windows 7 Professional x64,AEL,,2018-12-28 23:59:59,Active,,,,,,
ETX18000,CT43CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.121,Microsoft Windows 7 Professional x64,AEL,,2017-01-20 23:59:59,Expired,,,,,,
ETX21849,1ZYDCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.122,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US30294,2FYJ082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.123,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US30301,B7HK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.124,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US30157,CD4G082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.127,Microsoft Windows 7 Professional x64,AEL,,2018-12-30 23:59:59,Active,,,,,,
US06024,7FCGXK2,Dell Inc.,OptiPlex 3050,Unassigned,Dell OptiPlex 3050 XCTO SFF,10.3.7.128,Microsoft Windows 7 Professional x64,AEL,,2020-08-31 23:59:59,Active,,,,,,
US06007,7V9KV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.129,Microsoft Windows 7 Professional x64,AEL,,2018-08-19 23:59:59,Active,,,,,,
ETX21847,23MFCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.130,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US30730,B8KG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.131,Microsoft Windows 7 Professional x64,AEL,,2018-12-28 23:59:59,Active,,,,,,
ETX21863,CSQ4CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.132,Microsoft Windows 7 Professional x64,AEL,,2017-01-19 23:59:59,Expired,,,,,,
ETX21855,C0M4CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.134,Microsoft Windows 7 Professional x64,AEL,,2017-02-18 23:59:59,Expired,,,,,,
ETX21851,C2S4CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.136,Microsoft Windows 7 Professional x64,AEL,,2017-02-18 23:59:59,Expired,,,,,,
US30276,B6GH082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.138,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US06014,47FLL02,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.139,Microsoft Windows 7 Professional x64,AEL,,2017-08-09 23:59:59,Expired,,,,,,
ETX21845,C0Z2CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.146,Microsoft Windows 7 Professional x64,AEL,,2017-02-18 23:59:59,Expired,,,,,,
ETX21866,256FCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.148,Microsoft Windows 7 Professional x64,AEL,,2017-02-21 23:59:59,Expired,,,,,,
US01648,CQ4TD22,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.149,Microsoft Windows 7 Professional x64,AEL,,2018-03-26 23:59:59,Active,,,,,,
US07571,JM14B42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.152,Microsoft Windows 7 Professional x64,AEL,,2018-03-31 23:59:59,Active,,,,,,
US01650,7Q4TD22,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.154,Microsoft Windows 7 Professional x64,AEL,,2018-03-26 23:59:59,Active,,,,,,
US07564,8N4TD22,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.155,Microsoft Windows 7 Professional x64,AEL,,2018-03-26 23:59:59,Active,,,,,,
US01651,2Q4TD22,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.157,Microsoft Windows 7 Professional x64,AEL,,2018-03-26 23:59:59,Active,,,,,,
US06009,3R76DZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.64,Microsoft Windows 7 Professional x64,AEL,,2017-01-02 23:59:59,Expired,,,,,,
US07576,4VSTG42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.65,Microsoft Windows 7 Professional x64,AEL,,2018-06-24 23:59:59,Active,,,,,,
ETX21857,G5WBCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.66,Microsoft Windows 7 Professional x64,AEL,,2017-01-14 23:59:59,Expired,,,,,,
US30290,B65F082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.67,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
ETX21858,99LGCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.68,Microsoft Windows 7 Professional x64,AEL,,2017-01-14 23:59:59,Expired,,,,,,
US07570,JLH1B42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.69,Microsoft Windows 7 Professional x64,AEL,,2018-03-31 23:59:59,Active,,,,,,
ETX21864,CSC3CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.70,Microsoft Windows 7 Professional x64,AEL,,2017-01-19 23:59:59,Expired,,,,,,
ETX21842,23PDCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.71,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
ETX21843,BYN2CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.73,Microsoft Windows 7 Professional x64,AEL,,2017-02-18 23:59:59,Expired,,,,,,
US01644,B9KKK32,Dell Inc.,Latitude E7440,Unassigned,Dell Latitude E7440,10.3.7.74,Microsoft Windows 7 Professional x64,AEL,,2018-01-07 23:59:59,Active,,,,,,
US30721,2FLG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.75,Microsoft Windows 7 Professional x64,AEL,,2018-12-28 23:59:59,Active,,,,,,
US07583,JMPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.76,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
US01643,4LDKK32,Dell Inc.,Latitude E7440,Unassigned,Dell Latitude E7440,10.3.7.78,Microsoft Windows 7 Professional x64,AEL,,2018-01-07 23:59:59,Active,,,,,,
US30129,B50H082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.79,Microsoft Windows 7 Professional x64,AEL,,2018-12-30 23:59:59,Active,,,,,,
US30286,2FNK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.80,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US30293,2FJG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.81,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US30149,B6LF082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.82,Microsoft Windows 7 Professional x64,AEL,,2018-12-30 23:59:59,Active,,,,,,
US06008,6BYRP52,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.84,Microsoft Windows 7 Professional x64,AEL,,2018-09-28 23:59:59,Active,,,,,,
US06011,22RGCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.85,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US06003,GLPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.86,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
US30289,B68F082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.87,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
ETX21856,22BDCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.88,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US07577,DGPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.89,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
US30298,2FRL082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.90,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US06015,FFPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.91,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
ETX21867,246FCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.93,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
ETX21844,1XBDCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.94,Microsoft Windows 7 Professional x64,AEL,,2017-02-18 23:59:59,Expired,,,,,,
ETX21868,23YDCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.95,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US07579,4PPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.96,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
US07581,2DPMV42,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.97,Microsoft Windows 7 Professional x64,AEL,,2018-07-14 23:59:59,Active,,,,,,
ETX21869,244DCZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.3.7.98,Microsoft Windows 7 Professional x64,AEL,,2017-02-26 23:59:59,Expired,,,,,,
US06012,1WSKBB2,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.3.7.99,Microsoft Windows 7 Professional x64,AEL,,2019-03-25 23:59:59,Active,,,,,,
US30287,B70L082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.3.7.99,Microsoft Windows 7 Professional x64,AEL,,2018-12-29 23:59:59,Active,,,,,,
US08359,9RK4C62,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.128.0.128,Microsoft Windows 7 Professional x64,CPL,,2018-11-09 23:59:59,Active,,,,,,
US13718,5MLKLH2,Dell Inc.,Latitude 7480,Unassigned,Dell Latitude 7480,10.128.0.198,Microsoft Windows 7 Professional x64,CPL,,2020-09-30 23:59:59,Active,,,,,,
US30618,B8WK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.100,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US30604,B5KL082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.101,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US01946,CS2ZP22,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.102,Microsoft Windows 7 Professional x64,CPL,,2017-11-25 23:59:59,Expired,,,,,,
US08287,8FWWB62,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.115,Microsoft Windows 7 Professional x64,CPL,,2018-10-22 23:59:59,Active,,,,,,
US30487,B6LJ082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.126,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US30258,B4KF082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.136,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
AR-17791,H186BZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.144.12.155,Microsoft Windows 7 Professional x64,CPL,,2016-11-25 23:59:59,Expired,,,,,,
US14802,C7S3HH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.157,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US14789,C7RRDH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.158,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US30398,B8ZJ082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.165,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30499,B7HF082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.166,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US30256,B3JJ082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.167,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
US30217,B8FL082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.168,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
US30223,B86L082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.169,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
US30515,B3FJ082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.170,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US30765,CVLL082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.170,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30489,B6MH082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.171,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US30156,CD2H082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.171,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US30114,B72G082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.172,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US08289,8FYTP52,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.173,Microsoft Windows 7 Professional x64,CPL,,2018-10-22 23:59:59,Active,,,,,,
US14793,C7V3HH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.174,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US30744,B8GG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.189,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
AR-21740,C052CZ1,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020,10.144.12.190,Microsoft Windows 7 Professional x64,CPL,,2017-02-17 23:59:59,Expired,,,,,,
US30896,B8RG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.197,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
US30219,B89F082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.200,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
US14845,9V5CDH2,Dell Inc.,OptiPlex 7040,Unassigned,Dell OptiPlex 7040 XCTO SFF,10.144.12.203,Microsoft Windows 7 Professional x64,CPL,,2020-02-28 23:59:59,Active,,,,,,
US14797,C7TSDH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.206,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US30142,B60G082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.207,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US08398,6QPYW72,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.207,Microsoft Windows 7 Professional x64,CPL,,2018-12-04 23:59:59,Active,,,,,,
US08346,9RG8V62,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.213,Microsoft Windows 7 Professional x64,CPL,,2018-11-09 23:59:59,Active,,,,,,
US14795,C7RXDH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.220,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US30731,CVYK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.223,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30150,B71F082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.223,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US30710,2FNG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.224,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US08294,8KK3C62,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.224,Microsoft Windows 7 Professional x64,CPL,,2018-10-23 23:59:59,Active,,,,,,
US30748,B87J082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.227,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US08297,8FTXB62,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.227,Microsoft Windows 7 Professional x64,CPL,,2018-10-22 23:59:59,Active,,,,,,
US30155,CCZJ082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.228,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US14817,C7R3HH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.229,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US30902,B4XG082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.230,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
US30224,B4KD082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.232,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
US30218,B3XK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.233,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
US14809,C7RWDH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.234,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US14826,C7V2HH2,Dell Inc.,OptiPlex 3040,Unassigned,Dell OptiPlex 3040,10.144.12.235,Microsoft Windows 7 Professional x64,CPL,,2020-03-22 23:59:59,Active,,,,,,
US08291,8KBBV62,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.236,Microsoft Windows 7 Professional x64,CPL,,2018-10-23 23:59:59,Active,,,,,,
US30518,B3LL082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.237,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US30230,B7NK082,Dell Inc.,OptiPlex 3020,Unassigned,Dell OptiPlex 3020 BTX Base SFF,10.144.12.239,Microsoft Windows 7 Professional x64,CPL,,2018-12-26 23:59:59,Active,,,,,,
US08293,8KC7V62,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.239,Microsoft Windows 7 Professional x64,CPL,,2018-10-23 23:59:59,Active,,,,,,
US08405,3LM4M82,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.249,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US01894,CJVTP22,Dell Inc.,OptiPlex 9020,Unassigned,Dell OptiPlex 9020 SFF,10.144.12.254,Microsoft Windows 7 Professional x64,CPL,,2017-11-11 23:59:59,Expired,,,,,,
US08457,DNJZG72,Dell Inc.,Latitude E7450,Unassigned,"Dell Latitude E7450/7450, BTX",10.144.13.146,Microsoft Windows 7 Professional x64,CPL,,2019-03-01 23:59:59,Active,,,,,,
