Asset #,Serial Number,Vendor,Desktop Model,Location,Details,IP Address,Operating System,Configuration ID,Invoice Date,Warranty Expiry Date,Warranty Expired,PO #,Invoice #,Cost Centre,Purchase Price,Purchasing Approved,Status
DAL-15725,2DZFV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.145.176,Microsoft Windows 7 Professional x64,CPL,,2018-06-05 23:59:59,Active,,,,,,
US30191,B8KJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.179,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US30312,B6FK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.204,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30673,CX1J082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.206,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30107,B76H082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.208,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30672,CVMD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.210,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30131,B5JL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.44,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US30116,B60F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.45,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US30137,B53K082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.47,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US08167,26ZVG42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.145.49,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07804,JB6W942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.145.50,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US08489,95JFL72,Dell Inc.,Latitude E7450,Unassigned,laptop,10.148.145.53,Microsoft Windows 7 Professional x64,CPL,,2019-03-31 23:59:59,Active,,,,,,
US30133,B4YK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.77,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US01974,CKDT322,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.145.79,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30111,B50G082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.145.80,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US31103,CD0H082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.146.238,Microsoft Windows 7 Professional x64,CPL,,2019-01-08 23:59:59,Active,,,,,,
US31075,B6WG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.146.251,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US08024,9CQMV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.147.107,Microsoft Windows 7 Professional x64,CPL,,2018-06-19 23:59:59,Active,,,,,,
US30920,B37K082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.147.108,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
US30466,6GHGN52,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.147.11,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07803,6K74C42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.147.171,Microsoft Windows 7 Professional x64,CPL,,2018-04-08 23:59:59,Active,,,,,,
US30144,B6ZG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.147.172,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US30696,B5ZK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.147.203,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US13601,2WVDD92,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.147.207,Microsoft Windows 7 Professional x64,CPL,,2019-02-16 23:59:59,Active,,,,,,
US30255,B3HL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.147.208,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07631,2TS0422,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.147.44,Microsoft Windows 7 Professional x64,CPL,,2018-01-21 23:59:59,Active,,,,,,
US30277,B6QJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.147.50,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07548,C37XZ12,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.148.108,Microsoft Windows 7 Professional x64,CPL,,2017-09-26 23:59:59,Expired,,,,,,
US30599,CVWG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.12,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US31093,B4QD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.140,Microsoft Windows 7 Professional x64,CPL,,2019-01-08 23:59:59,Active,,,,,,
US14576,1N4KND2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.148.172,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30166,B8DL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.177,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US08329,MXL2091T68,Hewlett-Packard,HP TouchSmart 7320 Lavaca-B PC,Unassigned,desktop,10.148.148.204,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07618,CPXH942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.148.212,Microsoft Windows 7 Professional x64,CPL,,2018-02-16 23:59:59,Active,,,,,,
US07617,CPYB942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.148.214,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US14614,CPY7942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.148.216,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30315,B6DL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.241,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US30138,B4XK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.148.242,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US01887,BZD8N22,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.148.54,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30428,B4ML082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.149.107,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US08044,HRNTG42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.109,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US01983,FV9X322,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.112,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US01592,2UA30406TQ,Hewlett-Packard,HP Compaq Pro 6300 SFF,Unassigned,desktop,10.148.149.113,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07608,CPYF942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.120,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US01970,FVPZ8Z1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.125,Microsoft Windows 7 Professional x64,CPL,,2016-11-01 23:59:59,Expired,,,,,,
US31094,CD7H082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.149.19,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30055,CW1J082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.149.203,Microsoft Windows 7 Professional x64,CPL,,2018-12-21 23:59:59,Active,,,,,,
Hou-21267,BZJVZ12,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.23,Microsoft Windows 7 Professional x64,CPL,,2017-09-19 23:59:59,Expired,,,,,,
US08048,2XNJV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.242,Microsoft Windows 7 Professional x64,CPL,,2018-06-30 23:59:59,Active,,,,,,
US08050,2PGMV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.246,Microsoft Windows 7 Professional x64,CPL,,2018-06-19 23:59:59,Active,,,,,,
US08049,217VG42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.149.247,Microsoft Windows 7 Professional x64,CPL,,2018-06-30 23:59:59,Active,,,,,,
CHECKIN-21014,mxl2420vvd,Hewlett-Packard,HP TouchSmart Elite 7320 All-in-One PC,Unassigned,desktop,10.148.149.99,Microsoft Windows XP Professional,CPL,,,No Warranty,,,,,,
US30915,B3DF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.150.11,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
US30921,B7SJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.150.12,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
AUS-21837,CZXW9Z1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.150.139,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US08047,JVFVD22,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.150.140,Microsoft Windows 7 Professional x64,CPL,,2018-07-02 23:59:59,Active,,,,,,
US01705,CSBYL02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.150.141,Microsoft Windows 7 Professional x64,CPL,,2017-08-25 23:59:59,Expired,,,,,,
US20167,7HWPQD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.150.206,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US20129,3P3CQD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.150.207,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30756,B8GF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.150.43,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30737,B89L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.150.45,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30616,CWYL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.150.48,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
VEGAS-21890,4CHLCZ1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.108,Microsoft Windows 7 Professional x64,CPL,,2016-12-30 23:59:59,Expired,,,,,,
VEGAS-21724,85LC9Z1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.109,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
VEGAS-21944,45SCFY1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.147,Microsoft Windows 7 Professional x64,CPL,,2017-01-29 23:59:59,Expired,,,,,,
VEGAS-21885,4CFPCZ1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.154,Microsoft Windows 7 Professional x64,CPL,,2016-12-30 23:59:59,Expired,,,,,,
VEGAS-21886,2ZK1CZ1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.174,Microsoft Windows 7 Professional x64,CPL,,2016-12-09 23:59:59,Expired,,,,,,
VEG-17266,FW0YCZ1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.189,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
VEG-21950,54SCFY1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.204,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US08323,9RJV052,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.218,Microsoft Windows 7 Professional x64,CPL,,2018-11-06 23:59:59,Active,,,,,,
US08237,G90FV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.235,Microsoft Windows 7 Professional x64,CPL,,2018-08-29 23:59:59,Active,,,,,,
US30688,CWQH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.151.48,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
VEGAS-17795,5BT89Z1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.151.60,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07802,JMJ3B42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.152.13,Microsoft Windows 7 Professional x64,CPL,,2018-04-08 23:59:59,Active,,,,,,
US30945,B4CL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.152.14,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
US01539,8FV9N02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.152.173,Microsoft Windows 7 Professional x64,CPL,,2017-07-23 23:59:59,Expired,,,,,,
US01540,22G3202,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.152.203,Microsoft Windows 7 Professional x64,CPL,,2017-07-08 23:59:59,Expired,,,,,,
US01561,FBS9N02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.152.235,Microsoft Windows 7 Professional x64,CPL,,2017-07-23 23:59:59,Expired,,,,,,
VEGAS-21984,2ZKZBZ1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.107,Microsoft Windows 7 Professional x64,CPL,,2016-12-09 23:59:59,Expired,,,,,,
VEG-US01664,F2VXS12,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.117,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US01706,G19WL02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.12,Microsoft Windows 7 Professional x64,CPL,,2017-08-25 23:59:59,Expired,,,,,,
VEG-US01663,G15MQ02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.125,Microsoft Windows 7 Professional x64,CPL,,2017-09-24 23:59:59,Expired,,,,,,
US08363,1HZYY72,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.14,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
VEG-US08367,14D4Z72,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.174,Microsoft Windows 7 Professional x64,CPL,,2018-12-06 23:59:59,Active,,,,,,
VEGAS-21982,5DCF9Z1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.180,Microsoft Windows 7 Professional x64,CPL,,2016-12-19 23:59:59,Expired,,,,,,
US14525,3WXG8C2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.153.211,Microsoft Windows 7 Professional x64,CPL,,2019-06-10 23:59:59,Active,,,,,,
beau-us01587,7PV9N02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.222,Microsoft Windows 7 Professional x64,CPL,,2017-07-23 23:59:59,Expired,,,,,,
US01856,JBRJQ02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.153.237,Microsoft Windows 7 Professional x64,CPL,,2017-09-02 23:59:59,Expired,,,,,,
hou-21268,9M9DW12,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.154.12,Microsoft Windows 7 Professional x64,CPL,,2017-10-23 23:59:59,Active,,,,,,
US07903,58TVD22,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.154.123,Microsoft Windows 7 Professional x64,CPL,,2018-05-13 23:59:59,Active,,,,,,
US30684,CTYK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.154.220,Microsoft Windows 7 Professional x64,CPL,,2018-12-22 23:59:59,Active,,,,,,
US30555,3GHGN52,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.154.235,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US07770,JM10B42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.154.241,Microsoft Windows 7 Professional x64,CPL,,2018-04-04 23:59:59,Active,,,,,,
US01934,BZY7N22,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.154.45,Microsoft Windows 7 Professional x64,CPL,,2017-11-03 23:59:59,Active,,,,,,
US01935,CGSPP22,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.154.46,Microsoft Windows 7 Professional x64,CPL,,2017-11-19 23:59:59,Active,,,,,,
US01879,2Q1XS12,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.154.78,Microsoft Windows 7 Professional x64,CPL,,2017-11-03 23:59:59,Active,,,,,,
US07753,BWCX942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.154.91,Microsoft Windows 7 Professional x64,CPL,,2018-03-31 23:59:59,Active,,,,,,
US07516,FBGP942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.108,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07658,F9VR942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.109,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30278,B6LD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.139,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US07745,JC22B42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.140,Microsoft Windows 7 Professional x64,CPL,,2018-03-19 23:59:59,Active,,,,,,
US08272,B6YVG42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.17,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US08271,3GZDV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.18,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30422,B5RH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.203,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30503,B6SJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.204,Microsoft Windows 7 Professional x64,CPL,,2018-12-29 23:59:59,Active,,,,,,
US30126,B65J082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.208,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US30201,B5XK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.238,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US02826,8L1PV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.242,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US08309,8H07V62,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.45,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US08423,1DPMM52,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.75,Microsoft Windows 7 Professional x64,CPL,,2019-01-08 23:59:59,Active,,,,,,
US08422,72PMM52,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.155.76,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30714,2FVK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.11,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30159,2FLH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.140,Microsoft Windows 7 Professional x64,CPL,,2018-12-30 23:59:59,Active,,,,,,
US30460,CVJL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.141,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30538,C73K082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.172,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US14566,CF13CZ1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.156.209,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30923,B3TD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.211,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
US30517,B4JH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.236,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US14550,3WBB8C2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.156.237,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
VEGAS-21935,59LC9Z1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.156.43,Microsoft Windows 7 Professional x64,CPL,,2016-11-12 23:59:59,Expired,,,,,,
VEG-21946,D9SCFY1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.156.46,Microsoft Windows 7 Professional x64,CPL,,2017-01-29 23:59:59,Expired,,,,,,
US20223,C0JYRD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.157.107,Microsoft Windows 7 Professional x64,CPL,,2019-09-28 23:59:59,Active,,,,,,
VEG-17810,9BSCFY1,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.157.140,Microsoft Windows 7 Professional x64,CPL,,2017-01-29 23:59:59,Expired,,,,,,
US08332,9RH9V62,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.157.141,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US14594,10XTCH2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.157.171,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US14593,10XVCH2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.157.172,Microsoft Windows 7 Professional x64,CPL,,2020-01-25 23:59:59,Active,,,,,,
US14578,FJK0P22,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.157.173,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30949,B3LD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.157.208,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US07985,2HPMV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.157.22,Microsoft Windows 7 Professional x64,CPL,,2018-07-15 23:59:59,Active,,,,,,
US20216,195TRD2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.157.77,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US14695,JTW6ND2,Dell Inc.,OptiPlex 3040,Unassigned,desktop,10.148.157.78,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30182,B8WJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.129,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US02844,8TVXQ32,Dell Inc.,Latitude E7450,Unassigned,laptop,10.148.18.134,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US14596,FXGLV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.18.135,Microsoft Windows 7 Professional x64,CPL,,2018-08-19 23:59:59,Active,,,,,,
US02845,4B1C622,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.18.138,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US02849,D6H8N02,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.18.139,Microsoft Windows 7 Professional x64,CPL,,2017-07-23 23:59:59,Expired,,,,,,
US02860,3V14X52,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.18.140,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30084,B8NK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.141,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US14583,8Z67RC2,Dell Inc.,Latitude E7470,Unassigned,laptop,10.148.18.144,Microsoft Windows 7 Professional x64,CPL,,2019-11-11 23:59:59,Active,,,,,,
US30080,B83F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.148,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30735,B8JD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.153,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30088,C78L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.155,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US14582,21Y5RC2,Dell Inc.,Latitude E7470,Unassigned,laptop,10.148.18.156,Microsoft Windows 7 Professional x64,CPL,,2019-11-11 23:59:59,Active,,,,,,
US30912,B3CH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.157,Microsoft Windows 7 Professional x64,CPL,,2019-01-07 23:59:59,Active,,,,,,
US30732,B8NG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.158,Microsoft Windows 7 Professional x64,CPL,,,No Warranty,,,,,,
US30165,CXJF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.160,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US30079,B8LD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.161,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30163,B5WF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.162,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US30093,B8FH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.165,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30188,B8NH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.168,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
DAL-15724,BFZFV42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.18.169,Microsoft Windows 7 Professional x64,CPL,,2018-06-05 23:59:59,Active,,,,,,
US30090,B8JH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.180,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30087,B8HF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.182,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30169,B91L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.184,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US30181,B90L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.186,Microsoft Windows 7 Professional x64,CPL,,2018-12-27 23:59:59,Active,,,,,,
US30763,B8DF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.188,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
US30091,B8TJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.189,Microsoft Windows 7 Professional x64,CPL,,2018-12-28 23:59:59,Active,,,,,,
